ID,DATE,ELEMENT,VALUE1
USC00363028,20160101,SNWD,0
ASN00026012,20160101,PRCP,0
ASN00055322,20160101,PRCP,2
USC00358466,20160101,TMAX,11
USC00358466,20160101,TMIN,-33
USC00358466,20160101,TOBS,-22
USC00358466,20160101,PRCP,0
USC00358466,20160101,SNOW,0
USC00358466,20160101,SNWD,0
USC00355392,20160101,TMAX,-17
USC00355392,20160101,TMIN,-39
USC00355392,20160101,TOBS,-33
USC00355392,20160101,PRCP,0
USC00350265,20160101,TMAX,0
USC00350265,20160101,TMIN,-56
USC00350265,20160101,TOBS,-44
USC00350265,20160101,PRCP,0
ASN00004036,20160101,PRCP,0
SWE00137802,20160101,TMAX,11

COUNTRY,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
US,20160101,-9999,-9999,0,-9999,-9999
AS,20160101,0,-9999,-9999,-9999,-9999
AS,20160101,2,-9999,-9999,-9999,-9999
US,20160101,-9999,-9999,-9999,11,-9999
US,20160101,-9999,-9999,-9999,-9999,-33
US,20160101,0,-9999,-9999,-9999,-9999
US,20160101,-9999,0,-9999,-9999,-9999
US,20160101,-9999,-9999,0,-9999,-9999
US,20160101,-9999,-9999,-9999,-17,-9999
US,20160101,-9999,-9999,-9999,-9999,-39
US,20160101,0,-9999,-9999,-9999,-9999
US,20160101,-9999,-9999,-9999,0,-9999
US,20160101,-9999,-9999,-9999,-9999,-56
US,20160101,0,-9999,-9999,-9999,-9999
AS,20160101,0,-9999,-9999,-9999,-9999
SW,20160101,-9999,-9999,-9999,11,-9999
